lakeid,year,daynum,sampledate,item,value,layer,lastice
CB,2011,122,2011-05-02,drsif,2847.72,bot,2011-04-25
CB,2011,122,2011-05-02,nh4,677,bot,2011-04-25
CB,2011,122,2011-05-02,no3no2,24.5,bot,2011-04-25
CB,2011,122,2011-05-02,ph,5.18,bot,2011-04-25
CB,2011,122,2011-05-02,totnf,1278.5,bot,2011-04-25
CB,2011,122,2011-05-02,totnuf,1450,bot,2011-04-25
CB,2011,122,2011-05-02,totpf,16,bot,2011-04-25
CB,2011,122,2011-05-02,totpuf,25.5,bot,2011-04-25
CB,2011,153,2011-06-02,doc,14.485,bot,2011-04-25
CB,2011,153,2011-06-02,drsif,2659.62,bot,2011-04-25
CB,2011,153,2011-06-02,nh4,534.5,bot,2011-04-25
CB,2011,153,2011-06-02,no3no2,14,bot,2011-04-25
CB,2011,153,2011-06-02,ph,5.05,bot,2011-04-25
CB,2011,153,2011-06-02,totnf,921,bot,2011-04-25
CB,2011,153,2011-06-02,totnuf,962,bot,2011-04-25
CB,2011,153,2011-06-02,totpf,12.5,bot,2011-04-25
CB,2011,153,2011-06-02,totpuf,25.5,bot,2011-04-25
CB,2011,180,2011-06-29,doc,13.975000000000001,bot,2011-04-25
CB,2011,180,2011-06-29,drsif,3549.9599999999996,bot,2011-04-25
CB,2011,180,2011-06-29,nh4,13,bot,2011-04-25
CB,2011,180,2011-06-29,no3no2,13,bot,2011-04-25
CB,2011,180,2011-06-29,ph,4.970000000000001,bot,2011-04-25
CB,2011,180,2011-06-29,totnf,695.5,bot,2011-04-25
CB,2011,180,2011-06-29,totnuf,1201,bot,2011-04-25
CB,2011,180,2011-06-29,totpf,29,bot,2011-04-25
CB,2011,180,2011-06-29,totpuf,73,bot,2011-04-25
CB,2011,207,2011-07-26,drsif,2849.9999999999995,bot,2011-04-25
CB,2011,207,2011-07-26,nh4,33,bot,2011-04-25
CB,2011,207,2011-07-26,no3no2,4,bot,2011-04-25
CB,2011,207,2011-07-26,ph,4.73,bot,2011-04-25
CB,2011,207,2011-07-26,totnf,610,bot,2011-04-25
CB,2011,207,2011-07-26,totnuf,1191,bot,2011-04-25
CB,2011,207,2011-07-26,totpuf,73,bot,2011-04-25
CB,2011,236,2011-08-24,doc,15.17,bot,2011-04-25
CB,2011,236,2011-08-24,drsif,3748.3199999999997,bot,2011-04-25
CB,2011,236,2011-08-24,nh4,6,bot,2011-04-25
CB,2011,236,2011-08-24,no3no2,2,bot,2011-04-25
CB,2011,236,2011-08-24,ph,4.48,bot,2011-04-25
CB,2011,236,2011-08-24,totnf,798,bot,2011-04-25
CB,2011,236,2011-08-24,totnuf,1414,bot,2011-04-25
CB,2011,236,2011-08-24,totpf,20,bot,2011-04-25
CB,2011,236,2011-08-24,totpuf,58,bot,2011-04-25
CB,2011,264,2011-09-21,drsif,1559.5199999999998,bot,2011-04-25
CB,2011,264,2011-09-21,nh4,67,bot,2011-04-25
CB,2011,264,2011-09-21,no3no2,37,bot,2011-04-25
CB,2011,264,2011-09-21,ph,4.93,bot,2011-04-25
CB,2011,264,2011-09-21,totnf,418,bot,2011-04-25
CB,2011,264,2011-09-21,totnuf,1414,bot,2011-04-25
CB,2011,264,2011-09-21,totpf,8,bot,2011-04-25
CB,2011,292,2011-10-19,nh4,14,bot,2011-04-25
CB,2011,292,2011-10-19,no3no2,9,bot,2011-04-25
CB,2011,292,2011-10-19,ph,5.05,bot,2011-04-25
CB,2011,292,2011-10-19,totnf,373,bot,2011-04-25
CB,2011,292,2011-10-19,totnuf,561,bot,2011-04-25
CB,2011,292,2011-10-19,totpf,4,bot,2011-04-25
CB,2011,292,2011-10-19,totpuf,26,bot,2011-04-25
CB,2011,312,2011-11-08,nh4,608,bot,2011-04-25
CB,2011,312,2011-11-08,no3no2,79,bot,2011-04-25
CB,2011,312,2011-11-08,ph,5.12,bot,2011-04-25
CB,2011,312,2011-11-08,totnf,272,bot,2011-04-25
CB,2011,312,2011-11-08,totnuf,400,bot,2011-04-25
CB,2011,312,2011-11-08,totpf,6,bot,2011-04-25
CB,2011,312,2011-11-08,totpuf,11,bot,2011-04-25
CB,2012,95,2012-04-04,doc,14.105,bot,2012-03-20
CB,2012,95,2012-04-04,drsif,2732.58,bot,2012-03-20
CB,2012,95,2012-04-04,nh4,564,bot,2012-03-20
CB,2012,95,2012-04-04,ph,5.155,bot,2012-03-20
CB,2012,95,2012-04-04,totnf,813,bot,2012-03-20
CB,2012,95,2012-04-04,totnuf,901,bot,2012-03-20
CB,2012,95,2012-04-04,totpf,0,bot,2012-03-20
CB,2012,95,2012-04-04,totpuf,13.5,bot,2012-03-20
CB,2012,122,2012-05-01,doc,14.719999999999999,bot,2012-03-20
CB,2012,122,2012-05-01,drsif,2216.16,bot,2012-03-20
CB,2012,122,2012-05-01,nh4,206.5,bot,2012-03-20
CB,2012,122,2012-05-01,no3no2,17.5,bot,2012-03-20
CB,2012,122,2012-05-01,ph,4.805,bot,2012-03-20
CB,2012,122,2012-05-01,totnf,826,bot,2012-03-20
CB,2012,122,2012-05-01,totnuf,930.5,bot,2012-03-20
CB,2012,122,2012-05-01,totpf,1,bot,2012-03-20
CB,2012,122,2012-05-01,totpuf,25,bot,2012-03-20
CB,2012,151,2012-05-30,doc,14.87,bot,2012-03-20
CB,2012,151,2012-05-30,drsif,2400.8399999999997,bot,2012-03-20
CB,2012,151,2012-05-30,nh4,29,bot,2012-03-20
CB,2012,151,2012-05-30,ph,4.71,bot,2012-03-20
CB,2012,151,2012-05-30,totnf,407,bot,2012-03-20
CB,2012,151,2012-05-30,totnuf,681,bot,2012-03-20
CB,2012,151,2012-05-30,totpf,0,bot,2012-03-20
CB,2012,151,2012-05-30,totpuf,6,bot,2012-03-20
CB,2012,179,2012-06-27,doc,13.6,bot,2012-03-20
CB,2012,179,2012-06-27,drsif,2966.2799999999997,bot,2012-03-20
CB,2012,179,2012-06-27,nh4,198,bot,2012-03-20
CB,2012,179,2012-06-27,no3no2,4,bot,2012-03-20
CB,2012,179,2012-06-27,ph,4.67,bot,2012-03-20
CB,2012,179,2012-06-27,totnf,552,bot,2012-03-20
CB,2012,179,2012-06-27,totnuf,628,bot,2012-03-20
CB,2012,179,2012-06-27,totpf,0,bot,2012-03-20
CB,2012,179,2012-06-27,totpuf,29,bot,2012-03-20
CB,2012,206,2012-07-24,doc,15.555,bot,2012-03-20
CB,2012,206,2012-07-24,nh4,36,bot,2012-03-20
CB,2012,206,2012-07-24,no3no2,4,bot,2012-03-20
CB,2012,206,2012-07-24,ph,5.305,bot,2012-03-20
CB,2012,206,2012-07-24,totnf,475.5,bot,2012-03-20
CB,2012,206,2012-07-24,totnuf,758,bot,2012-03-20
CB,2012,206,2012-07-24,totpf,15,bot,2012-03-20
CB,2012,235,2012-08-22,doc,13.600000000000001,bot,2012-03-20
CB,2012,235,2012-08-22,nh4,33.5,bot,2012-03-20
CB,2012,235,2012-08-22,no3no2,2,bot,2012-03-20
CB,2012,235,2012-08-22,ph,4.77,bot,2012-03-20
CB,2012,235,2012-08-22,totnf,363,bot,2012-03-20
CB,2012,235,2012-08-22,totnuf,750,bot,2012-03-20
CB,2012,235,2012-08-22,totpf,3,bot,2012-03-20
CB,2012,235,2012-08-22,totpuf,16,bot,2012-03-20
CB,2012,262,2012-09-18,doc,12.07,bot,2012-03-20
CB,2012,262,2012-09-18,drsif,693.1199999999999,bot,2012-03-20
CB,2012,262,2012-09-18,nh4,170,bot,2012-03-20
CB,2012,262,2012-09-18,no3no2,4,bot,2012-03-20
CB,2012,262,2012-09-18,ph,5.16,bot,2012-03-20
CB,2012,262,2012-09-18,totnf,383,bot,2012-03-20
CB,2012,262,2012-09-18,totnuf,424,bot,2012-03-20
CB,2012,262,2012-09-18,totpf,5,bot,2012-03-20
CB,2012,262,2012-09-18,totpuf,19,bot,2012-03-20
CB,2012,291,2012-10-17,doc,11.55,bot,2012-03-20
CB,2012,291,2012-10-17,drsif,886.92,bot,2012-03-20
CB,2012,291,2012-10-17,nh4,161,bot,2012-03-20
CB,2012,291,2012-10-17,no3no2,9,bot,2012-03-20
CB,2012,291,2012-10-17,ph,5.35,bot,2012-03-20
CB,2012,291,2012-10-17,totpf,8,bot,2012-03-20
CB,2012,291,2012-10-17,totpuf,11,bot,2012-03-20
CB,2012,310,2012-11-05,doc,11.21,bot,2012-03-20
CB,2012,310,2012-11-05,drsif,699.9599999999999,bot,2012-03-20
CB,2012,310,2012-11-05,nh4,258,bot,2012-03-20
CB,2012,310,2012-11-05,no3no2,18,bot,2012-03-20
CB,2012,310,2012-11-05,ph,5.27,bot,2012-03-20
CB,2012,310,2012-11-05,totnf,915,bot,2012-03-20
CB,2012,310,2012-11-05,totnuf,890,bot,2012-03-20
CB,2012,310,2012-11-05,totpf,20,bot,2012-03-20
CB,2012,310,2012-11-05,totpuf,24,bot,2012-03-20
CB,2013,133,2013-05-13,doc,14.265,bot,2013-05-07
CB,2013,133,2013-05-13,drsif,2510.2799999999997,bot,2013-05-07
CB,2013,133,2013-05-13,nh4,804.5,bot,2013-05-07
CB,2013,133,2013-05-13,no3no2,2.5,bot,2013-05-07
CB,2013,133,2013-05-13,ph,5.09,bot,2013-05-07
CB,2013,133,2013-05-13,totnuf,944.5,bot,2013-05-07
CB,2013,133,2013-05-13,totpf,15.5,bot,2013-05-07
CB,2013,133,2013-05-13,totpuf,35,bot,2013-05-07
CB,2013,162,2013-06-11,drsif,2259.48,bot,2013-05-07
CB,2013,162,2013-06-11,nh4,543,bot,2013-05-07
CB,2013,162,2013-06-11,no3no2,4,bot,2013-05-07
CB,2013,162,2013-06-11,ph,5,bot,2013-05-07
CB,2013,162,2013-06-11,totnf,892,bot,2013-05-07
CB,2013,162,2013-06-11,totnuf,1099,bot,2013-05-07
CB,2013,162,2013-06-11,totpf,5,bot,2013-05-07
CB,2013,162,2013-06-11,totpuf,33,bot,2013-05-07
CB,2013,190,2013-07-09,doc,16.695,bot,2013-05-07
CB,2013,190,2013-07-09,drsif,1903.7999999999997,bot,2013-05-07
CB,2013,190,2013-07-09,nh4,34,bot,2013-05-07
CB,2013,190,2013-07-09,no3no2,9.5,bot,2013-05-07
CB,2013,190,2013-07-09,ph,4.7,bot,2013-05-07
CB,2013,190,2013-07-09,totnf,468,bot,2013-05-07
CB,2013,190,2013-07-09,totpf,9.5,bot,2013-05-07
CB,2013,217,2013-08-05,nh4,36,bot,2013-05-07
CB,2013,217,2013-08-05,no3no2,13,bot,2013-05-07
CB,2013,217,2013-08-05,ph,5.04,bot,2013-05-07
CB,2013,217,2013-08-05,totnf,675,bot,2013-05-07
CB,2013,217,2013-08-05,totnuf,1166,bot,2013-05-07
CB,2013,217,2013-08-05,totpf,16,bot,2013-05-07
CB,2013,217,2013-08-05,totpuf,85,bot,2013-05-07
CB,2013,248,2013-09-05,doc,15.01,bot,2013-05-07
CB,2013,248,2013-09-05,nh4,126,bot,2013-05-07
CB,2013,248,2013-09-05,no3no2,44,bot,2013-05-07
CB,2013,248,2013-09-05,ph,5.21,bot,2013-05-07
CB,2013,248,2013-09-05,totnf,683,bot,2013-05-07
CB,2013,248,2013-09-05,totnuf,1451,bot,2013-05-07
CB,2013,248,2013-09-05,totpf,8,bot,2013-05-07
CB,2013,276,2013-10-03,doc,12.125,bot,2013-05-07
CB,2013,276,2013-10-03,drsif,615.5999999999999,bot,2013-05-07
CB,2013,276,2013-10-03,nh4,2.5,bot,2013-05-07
CB,2013,276,2013-10-03,no3no2,2.5,bot,2013-05-07
CB,2013,276,2013-10-03,ph,5.05,bot,2013-05-07
CB,2013,276,2013-10-03,totnf,503,bot,2013-05-07
CB,2013,276,2013-10-03,totnuf,616,bot,2013-05-07
CB,2013,276,2013-10-03,totpf,3.5,bot,2013-05-07
CB,2013,276,2013-10-03,totpuf,23,bot,2013-05-07
CB,2013,301,2013-10-28,doc,15.08,bot,2013-05-07
CB,2013,301,2013-10-28,drsif,69.53999999999999,bot,2013-05-07
CB,2013,301,2013-10-28,nh4,57,bot,2013-05-07
CB,2013,301,2013-10-28,no3no2,6,bot,2013-05-07
CB,2013,301,2013-10-28,ph,5.07,bot,2013-05-07
CB,2013,301,2013-10-28,totnf,457.5,bot,2013-05-07
CB,2013,301,2013-10-28,totnuf,545.5,bot,2013-05-07
CB,2013,301,2013-10-28,totpf,7,bot,2013-05-07
CB,2013,301,2013-10-28,totpuf,14.5,bot,2013-05-07
CB,2013,311,2013-11-07,doc,14.32,bot,2013-05-07
CB,2013,311,2013-11-07,drsif,2.28,bot,2013-05-07
CB,2013,311,2013-11-07,nh4,27,bot,2013-05-07
CB,2013,311,2013-11-07,no3no2,7,bot,2013-05-07
CB,2013,311,2013-11-07,ph,5.07,bot,2013-05-07
CB,2013,311,2013-11-07,totnf,487,bot,2013-05-07
CB,2013,311,2013-11-07,totnuf,665,bot,2013-05-07
CB,2013,311,2013-11-07,totpf,5,bot,2013-05-07
CB,2013,311,2013-11-07,totpuf,11,bot,2013-05-07
CB,2014,141,2014-05-21,doc,16.18,bot,2014-05-06
CB,2014,141,2014-05-21,drsif,2273.16,bot,2014-05-06
CB,2014,141,2014-05-21,nh4,655,bot,2014-05-06
CB,2014,141,2014-05-21,no3no2,19,bot,2014-05-06
CB,2014,141,2014-05-21,ph,4.93,bot,2014-05-06
CB,2014,141,2014-05-21,totnf,1111,bot,2014-05-06
CB,2014,141,2014-05-21,totnuf,1399,bot,2014-05-06
CB,2014,141,2014-05-21,totpf,9,bot,2014-05-06
CB,2014,141,2014-05-21,totpuf,42,bot,2014-05-06
CB,2014,169,2014-06-18,doc,16.38,bot,2014-05-06
CB,2014,169,2014-06-18,drsif,3178.3199999999997,bot,2014-05-06
CB,2014,169,2014-06-18,nh4,545,bot,2014-05-06
CB,2014,169,2014-06-18,no3no2,11,bot,2014-05-06
CB,2014,169,2014-06-18,ph,5.08,bot,2014-05-06
CB,2014,169,2014-06-18,totnf,1080,bot,2014-05-06
CB,2014,169,2014-06-18,totnuf,1389,bot,2014-05-06
CB,2014,169,2014-06-18,totpf,15,bot,2014-05-06
CB,2014,169,2014-06-18,totpuf,60,bot,2014-05-06
CB,2014,196,2014-07-15,doc,17.65,bot,2014-05-06
CB,2014,196,2014-07-15,drsif,3287.7599999999998,bot,2014-05-06
CB,2014,196,2014-07-15,nh4,46,bot,2014-05-06
CB,2014,196,2014-07-15,no3no2,2,bot,2014-05-06
CB,2014,196,2014-07-15,ph,4.94,bot,2014-05-06
CB,2014,196,2014-07-15,totnf,533,bot,2014-05-06
CB,2014,196,2014-07-15,totnuf,1029,bot,2014-05-06
CB,2014,196,2014-07-15,totpf,14,bot,2014-05-06
CB,2014,196,2014-07-15,totpuf,64,bot,2014-05-06
CB,2014,225,2014-08-13,nh4,50,bot,2014-05-06
CB,2014,225,2014-08-13,no3no2,3,bot,2014-05-06
CB,2014,225,2014-08-13,ph,5.08,bot,2014-05-06
CB,2014,225,2014-08-13,totnf,620,bot,2014-05-06
CB,2014,225,2014-08-13,totnuf,753,bot,2014-05-06
CB,2014,225,2014-08-13,totpf,4,bot,2014-05-06
CB,2014,225,2014-08-13,totpuf,18,bot,2014-05-06
CB,2014,253,2014-09-10,doc,15.625,bot,2014-05-06
CB,2014,253,2014-09-10,nh4,116.5,bot,2014-05-06
CB,2014,253,2014-09-10,no3no2,7,bot,2014-05-06
CB,2014,253,2014-09-10,ph,5.1,bot,2014-05-06
CB,2014,253,2014-09-10,totnf,614.5,bot,2014-05-06
CB,2014,253,2014-09-10,totnuf,1797,bot,2014-05-06
CB,2014,253,2014-09-10,totpf,14.5,bot,2014-05-06
CB,2014,281,2014-10-08,doc,13.03,bot,2014-05-06
CB,2014,281,2014-10-08,drsif,61.559999999999995,bot,2014-05-06
CB,2014,281,2014-10-08,nh4,4.5,bot,2014-05-06
CB,2014,281,2014-10-08,no3no2,4.5,bot,2014-05-06
CB,2014,281,2014-10-08,ph,5,bot,2014-05-06
CB,2014,281,2014-10-08,totnf,445.5,bot,2014-05-06
CB,2014,281,2014-10-08,totnuf,610,bot,2014-05-06
CB,2014,281,2014-10-08,totpf,9.5,bot,2014-05-06
CB,2014,281,2014-10-08,totpuf,22,bot,2014-05-06
CB,2014,308,2014-11-04,doc,12.03,bot,2014-05-06
CB,2014,308,2014-11-04,drsif,159.6,bot,2014-05-06
CB,2014,308,2014-11-04,nh4,78,bot,2014-05-06
CB,2014,308,2014-11-04,no3no2,7,bot,2014-05-06
CB,2014,308,2014-11-04,ph,5.1,bot,2014-05-06
CB,2014,308,2014-11-04,totnf,461,bot,2014-05-06
CB,2014,308,2014-11-04,totnuf,507,bot,2014-05-06
CB,2014,308,2014-11-04,totpf,7,bot,2014-05-06
CB,2014,308,2014-11-04,totpuf,10,bot,2014-05-06
CB,2015,110,2015-04-20,doc,12.46,bot,2015-04-13
CB,2015,110,2015-04-20,drsif,2975.3999999999996,bot,2015-04-13
CB,2015,110,2015-04-20,nh4,627,bot,2015-04-13
CB,2015,110,2015-04-20,no3no2,6,bot,2015-04-13
CB,2015,110,2015-04-20,ph,5.37,bot,2015-04-13
CB,2015,110,2015-04-20,totnf,1165,bot,2015-04-13
CB,2015,110,2015-04-20,totnuf,1396,bot,2015-04-13
CB,2015,110,2015-04-20,totpf,7,bot,2015-04-13
CB,2015,110,2015-04-20,totpuf,43,bot,2015-04-13
CB,2015,140,2015-05-20,doc,16.135,bot,2015-04-13
CB,2015,140,2015-05-20,drsif,1981.3199999999997,bot,2015-04-13
CB,2015,140,2015-05-20,nh4,264,bot,2015-04-13
CB,2015,140,2015-05-20,no3no2,3,bot,2015-04-13
CB,2015,140,2015-05-20,ph,4.875,bot,2015-04-13
CB,2015,140,2015-05-20,totnf,648.5,bot,2015-04-13
CB,2015,140,2015-05-20,totnuf,1122.5,bot,2015-04-13
CB,2015,140,2015-05-20,totpf,7.5,bot,2015-04-13
CB,2015,140,2015-05-20,totpuf,34,bot,2015-04-13
CB,2015,167,2015-06-16,doc,15.035,bot,2015-04-13
CB,2015,167,2015-06-16,drsif,2140.92,bot,2015-04-13
CB,2015,167,2015-06-16,nh4,7,bot,2015-04-13
CB,2015,167,2015-06-16,no3no2,4.5,bot,2015-04-13
CB,2015,167,2015-06-16,ph,4.845000000000001,bot,2015-04-13
CB,2015,167,2015-06-16,totnf,585.5,bot,2015-04-13
CB,2015,167,2015-06-16,totnuf,922,bot,2015-04-13
CB,2015,167,2015-06-16,totpf,15,bot,2015-04-13
CB,2015,167,2015-06-16,totpuf,48,bot,2015-04-13
CB,2015,195,2015-07-14,doc,14.965,bot,2015-04-13
CB,2015,195,2015-07-14,drsif,1977.8999999999999,bot,2015-04-13
CB,2015,195,2015-07-14,ph,4.73,bot,2015-04-13
CB,2015,195,2015-07-14,totnf,585,bot,2015-04-13
CB,2015,195,2015-07-14,totpf,12,bot,2015-04-13
CB,2015,224,2015-08-12,doc,14.97,bot,2015-04-13
CB,2015,224,2015-08-12,drsif,4037.8799999999997,bot,2015-04-13
CB,2015,224,2015-08-12,ph,4.9,bot,2015-04-13
CB,2015,224,2015-08-12,totnf,637,bot,2015-04-13
CB,2015,224,2015-08-12,totnuf,824,bot,2015-04-13
CB,2015,224,2015-08-12,totpf,16,bot,2015-04-13
CB,2015,224,2015-08-12,totpuf,70,bot,2015-04-13
CB,2015,252,2015-09-09,doc,13.01,bot,2015-04-13
CB,2015,252,2015-09-09,drsif,1358.8799999999999,bot,2015-04-13
CB,2015,252,2015-09-09,nh4,8,bot,2015-04-13
CB,2015,252,2015-09-09,no3no2,9,bot,2015-04-13
CB,2015,252,2015-09-09,ph,5.02,bot,2015-04-13
CB,2015,252,2015-09-09,totnf,426,bot,2015-04-13
CB,2015,252,2015-09-09,totnuf,665,bot,2015-04-13
CB,2015,252,2015-09-09,totpf,3,bot,2015-04-13
CB,2015,252,2015-09-09,totpuf,30,bot,2015-04-13
CB,2015,280,2015-10-07,doc,11.655000000000001,bot,2015-04-13
CB,2015,280,2015-10-07,drsif,379.62,bot,2015-04-13
CB,2015,280,2015-10-07,nh4,14.5,bot,2015-04-13
CB,2015,280,2015-10-07,no3no2,6.5,bot,2015-04-13
CB,2015,280,2015-10-07,ph,5.13,bot,2015-04-13
CB,2015,280,2015-10-07,totnf,442.5,bot,2015-04-13
CB,2015,280,2015-10-07,totnuf,573,bot,2015-04-13
CB,2015,280,2015-10-07,totpf,7.5,bot,2015-04-13
CB,2015,280,2015-10-07,totpuf,17,bot,2015-04-13
CB,2015,313,2015-11-09,doc,11.94,bot,2015-04-13
CB,2015,313,2015-11-09,drsif,180.11999999999998,bot,2015-04-13
CB,2015,313,2015-11-09,nh4,184,bot,2015-04-13
CB,2015,313,2015-11-09,no3no2,20,bot,2015-04-13
CB,2015,313,2015-11-09,ph,5.23,bot,2015-04-13
CB,2015,313,2015-11-09,totnf,580,bot,2015-04-13
CB,2015,313,2015-11-09,totnuf,665,bot,2015-04-13
CB,2015,313,2015-11-09,totpf,2,bot,2015-04-13
CB,2015,313,2015-11-09,totpuf,13,bot,2015-04-13
CB,2016,113,2016-04-22,doc,14.86,bot,2016-04-15
CB,2016,113,2016-04-22,drsif,2567.2799999999997,bot,2016-04-15
CB,2016,113,2016-04-22,nh4,633,bot,2016-04-15
CB,2016,113,2016-04-22,no3no2,5,bot,2016-04-15
CB,2016,113,2016-04-22,ph,5.28,bot,2016-04-15
CB,2016,113,2016-04-22,totnf,1155,bot,2016-04-15
CB,2016,113,2016-04-22,totnuf,1370,bot,2016-04-15
CB,2016,113,2016-04-22,totpf,3,bot,2016-04-15
CB,2016,113,2016-04-22,totpuf,48,bot,2016-04-15
CB,2016,146,2016-05-25,doc,14.62,bot,2016-04-15
CB,2016,146,2016-05-25,drsif,2392.8599999999997,bot,2016-04-15
CB,2016,146,2016-05-25,nh4,9,bot,2016-04-15
CB,2016,146,2016-05-25,no3no2,8.5,bot,2016-04-15
CB,2016,146,2016-05-25,ph,4.675000000000001,bot,2016-04-15
CB,2016,146,2016-05-25,totnf,414.5,bot,2016-04-15
CB,2016,146,2016-05-25,totnuf,1259.5,bot,2016-04-15
CB,2016,146,2016-05-25,totpf,11,bot,2016-04-15
CB,2016,146,2016-05-25,totpuf,56.5,bot,2016-04-15
CB,2016,173,2016-06-21,doc,14.71,bot,2016-04-15
CB,2016,173,2016-06-21,drsif,2282.2799999999997,bot,2016-04-15
CB,2016,173,2016-06-21,nh4,49,bot,2016-04-15
CB,2016,173,2016-06-21,no3no2,10,bot,2016-04-15
CB,2016,173,2016-06-21,ph,5,bot,2016-04-15
CB,2016,173,2016-06-21,totnf,633,bot,2016-04-15
CB,2016,173,2016-06-21,totnuf,936,bot,2016-04-15
CB,2016,173,2016-06-21,totpf,20,bot,2016-04-15
CB,2016,173,2016-06-21,totpuf,57,bot,2016-04-15
CB,2016,203,2016-07-21,doc,15.06,bot,2016-04-15
CB,2016,203,2016-07-21,nh4,224,bot,2016-04-15
CB,2016,203,2016-07-21,no3no2,5,bot,2016-04-15
CB,2016,203,2016-07-21,ph,5.119999999999999,bot,2016-04-15
CB,2016,203,2016-07-21,totnf,751,bot,2016-04-15
CB,2016,203,2016-07-21,totnuf,1147,bot,2016-04-15
CB,2016,203,2016-07-21,totpf,23,bot,2016-04-15
CB,2016,203,2016-07-21,totpuf,92,bot,2016-04-15
CB,2016,230,2016-08-17,doc,14.09,bot,2016-04-15
CB,2016,230,2016-08-17,nh4,9,bot,2016-04-15
CB,2016,230,2016-08-17,no3no2,3,bot,2016-04-15
CB,2016,230,2016-08-17,ph,4.96,bot,2016-04-15
CB,2016,230,2016-08-17,totnf,603,bot,2016-04-15
CB,2016,230,2016-08-17,totnuf,1235,bot,2016-04-15
CB,2016,230,2016-08-17,totpf,25,bot,2016-04-15
CB,2016,230,2016-08-17,totpuf,93,bot,2016-04-15
CB,2016,257,2016-09-13,doc,14.5,bot,2016-04-15
CB,2016,257,2016-09-13,nh4,15,bot,2016-04-15
CB,2016,257,2016-09-13,no3no2,7,bot,2016-04-15
CB,2016,257,2016-09-13,ph,4.925,bot,2016-04-15
CB,2016,257,2016-09-13,totnf,566.5,bot,2016-04-15
CB,2016,257,2016-09-13,totnuf,1133.5,bot,2016-04-15
CB,2016,257,2016-09-13,totpf,18,bot,2016-04-15
CB,2016,257,2016-09-13,totpuf,80.5,bot,2016-04-15
CB,2016,286,2016-10-12,doc,11.14,bot,2016-04-15
CB,2016,286,2016-10-12,drsif,2802.12,bot,2016-04-15
CB,2016,286,2016-10-12,nh4,11,bot,2016-04-15
CB,2016,286,2016-10-12,no3no2,4,bot,2016-04-15
CB,2016,286,2016-10-12,ph,4.99,bot,2016-04-15
CB,2016,286,2016-10-12,totnf,528,bot,2016-04-15
CB,2016,286,2016-10-12,totnuf,637,bot,2016-04-15
CB,2016,286,2016-10-12,totpf,10,bot,2016-04-15
CB,2016,286,2016-10-12,totpuf,27,bot,2016-04-15
CB,2016,315,2016-11-10,doc,11.76,bot,2016-04-15
CB,2016,315,2016-11-10,drsif,2831.7599999999998,bot,2016-04-15
CB,2016,315,2016-11-10,nh4,30,bot,2016-04-15
CB,2016,315,2016-11-10,no3no2,6,bot,2016-04-15
CB,2016,315,2016-11-10,ph,5.04,bot,2016-04-15
CB,2016,315,2016-11-10,totnf,429,bot,2016-04-15
CB,2016,315,2016-11-10,totnuf,510,bot,2016-04-15
CB,2016,315,2016-11-10,totpf,7,bot,2016-04-15
CB,2016,315,2016-11-10,totpuf,15,bot,2016-04-15
CB,2017,108,2017-04-18,doc,12.59,bot,2017-04-09
CB,2017,108,2017-04-18,drsif,3974.0399999999995,bot,2017-04-09
CB,2017,108,2017-04-18,nh4,377,bot,2017-04-09
CB,2017,108,2017-04-18,no3no2,6,bot,2017-04-09
CB,2017,108,2017-04-18,ph,5.16,bot,2017-04-09
CB,2017,108,2017-04-18,totnf,835,bot,2017-04-09
CB,2017,108,2017-04-18,totnuf,1198,bot,2017-04-09
CB,2017,108,2017-04-18,totpf,18,bot,2017-04-09
CB,2017,108,2017-04-18,totpuf,45,bot,2017-04-09
CB,2017,138,2017-05-18,doc,12.45,bot,2017-04-09
CB,2017,138,2017-05-18,drsif,2453.2799999999997,bot,2017-04-09
CB,2017,138,2017-05-18,nh4,11,bot,2017-04-09
CB,2017,138,2017-05-18,no3no2,4,bot,2017-04-09
CB,2017,138,2017-05-18,ph,4.68,bot,2017-04-09
CB,2017,138,2017-05-18,totnf,399,bot,2017-04-09
CB,2017,138,2017-05-18,totnuf,592,bot,2017-04-09
CB,2017,138,2017-05-18,totpf,7,bot,2017-04-09
CB,2017,138,2017-05-18,totpuf,35,bot,2017-04-09
CB,2017,165,2017-06-14,drsif,3830.3999999999996,bot,2017-04-09
CB,2017,165,2017-06-14,nh4,9,bot,2017-04-09
CB,2017,165,2017-06-14,no3no2,2,bot,2017-04-09
CB,2017,165,2017-06-14,ph,4.61,bot,2017-04-09
CB,2017,165,2017-06-14,totnf,369,bot,2017-04-09
CB,2017,165,2017-06-14,totnuf,1115,bot,2017-04-09
CB,2017,165,2017-06-14,totpf,6,bot,2017-04-09
CB,2017,165,2017-06-14,totpuf,72,bot,2017-04-09
CB,2017,192,2017-07-11,doc,12.685,bot,2017-04-09
CB,2017,192,2017-07-11,drsif,1387.3799999999999,bot,2017-04-09
CB,2017,192,2017-07-11,nh4,5,bot,2017-04-09
CB,2017,192,2017-07-11,no3no2,3.5,bot,2017-04-09
CB,2017,192,2017-07-11,ph,4.785,bot,2017-04-09
CB,2017,192,2017-07-11,totnf,381,bot,2017-04-09
CB,2017,192,2017-07-11,totnuf,1230,bot,2017-04-09
CB,2017,192,2017-07-11,totpf,10.5,bot,2017-04-09
CB,2017,192,2017-07-11,totpuf,90,bot,2017-04-09
